"ID";"Gene.Title";"Gene.Symbol";"Entrez.Gene";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"11760640_at";"potassium channel, voltage gated KQT-like subfamily Q, member 2";"KCNQ2";"3785";-1,41111457956896;11,3050709150258;-9,41098130192056;5,0917183762595e-10;"2.284e-07";13,0090997056668
"11738591_a_at";"IQ motif containing J";"IQCJ";"654502";-2,33500105597523;8,03853604511017;-9,37778424706397;5,48207296614775e-10;"2.308e-07";12,9375060387417
"11741372_x_at";"speedy/RINGO cell cycle regulator family member E6";"SPDYE6";"729597";-1,97430908171024;6,03105313284306;-9,34926557878433;5,84190047565571e-10;"2.308e-07";12,8758773409034
"11760410_at";"R3H domain containing 1";"R3HDM1";"23518";-1,47146897850961;8,19581606500297;-9,34618752287637;5,88215989930591e-10;"2.308e-07";12,8692187915998
"11745630_a_at";"lysozyme G-like 2";"LYG2";"254773";-2,00378277763512;7,44697056760386;-9,30127582805787;6,50306386758198e-10;"2.450e-07";12,7719117007782
"11728948_at";"beta-carotene oxygenase 1";"BCO1";"53630";-2,02403582268186;7,48433661441292;-9,20317254083564;8,1042760971715e-10;"2.936e-07";12,5583634187168
"11728431_a_at";"signal peptide, CUB domain, EGF-like 3";"SCUBE3";"222663";-1,43042466702289;7,25937877057922;-9,18544535991408;8,434258326471e-10;"2.942e-07";12,5196297501687
"11763582_at";"Ral GTPase activating protein, alpha subunit 1 (catalytic)";"RALGAPA1";"253959";-2,01426675456974;6,70612392291563;-9,12469693028856;9,67340722016544e-10;"3.254e-07";12,3865567409456
"11740583_at";"pogo transposable element with ZNF domain";"POGZ";"23126";-1,73799637956518;7,74103475077915;-9,10086413514265;1,02092266755259e-09;"3.316e-07";12,3342064427011
"11719023_a_at";"zinc finger protein 652";"ZNF652";"22834";-1,42863443830874;9,0726005334022;-9,07018364839663;1,09441295818607e-09;"3.325e-07";12,2666959269012
"11762006_at";"suppressor of fused homolog (Drosophila)";"SUFU";"51684";-1,70244324591745;6,59164123935631;-9,07637484923674;1,07915789974444e-09;"3.325e-07";12,2803300539826
"11761057_s_at";"3-phosphoinositide dependent protein kinase 1";"PDPK1";"5170";-1,70687080643659;8,96052024506185;-9,03245931306123;1,19226915038593e-09;"3.403e-07";12,1835025021853
"11763413_at";"ASAP1 intronic transcript 2";"ASAP1-IT2";"100507117";-1,83417507729977;7,28771810003152;-9,04274679597769;1,1647255941296e-09;"3.403e-07";12,2062095313785
"11735884_at";"neurofibromin 2 (merlin)";"NF2";"4771";-1,90709309437241;7,27201539711766;-8,99492575099971;1,2985544878209e-09;"3.494e-07";12,1005290522215
"11752790_a_at";"trinucleotide repeat containing 6B";"TNRC6B";"23112";-1,54527610500326;10,4361392852957;-8,99695995800179;1,29255242102787e-09;"3.494e-07";12,1050310977252
"11745304_s_at";"profilin 1 pseudogene 2";"PFN1P2";"767846";-1,25321672945391;9,47545846011577;-8,9569265149183;1,41608200907903e-09;"3.705e-07";12,0163221693925
"11762055_at";"ubiquitin associated protein 2";"UBAP2";"55833";-1,27179669324999;5,36049867456355;-8,93193871286443;1,49926139705469e-09;"3.816e-07";11,9608369555592
"11760022_x_at";"intraflagellar transport 172";"IFT172";"26160";-1,55563545744637;9,112323429288;-8,91939336806923;1,54289501072975e-09;"3.824e-07";11,932946651545
"11760403_at";"spectrin, alpha, non-erythrocytic 1";"SPTAN1";"6709";-1,50434336146506;10,3564025789803;-8,87378383864816;1,71280589953127e-09;"4.136e-07";11,8313608783438
"11745798_x_at";"long intergenic non-protein coding RNA 1000";"LINC01000";"402483";-1,47630317480507;8,79193742899254;-8,85068866439504;1,80604462032761e-09;"4.252e-07";11,7798084040559
"11759995_at";"tumor protein p53 binding protein 1";"TP53BP1";"7158";-1,43792162266471;6,39410202287295;-8,83134340355863;1,88814183083848e-09;"4.337e-07";11,7365680565431
"11715315_s_at";"RAB guanine nucleotide exchange factor (GEF) 1";"RABGEF1";"27342";-1,59654298627633;8,76584319220694;-8,77924206771669;2,12881290720387e-09;"4.615e-07";11,6198471950731
"11731072_x_at";"zinc finger protein 587";"ZNF587";"84914";-1,20415119337941;7,88542305055826;-8,75445463903403;2,25413753855659e-09;"4.615e-07";11,5641814025499
"11761949_at";"sodium leak channel, non selective";"NALCN";"259232";-1,67575208574724;6,95395521043309;-8,75751195492288;2,23827963161537e-09;"4.615e-07";11,5710520158124
"11762049_at";"zinc finger, FYVE domain containing 28";"ZFYVE28";"57732";-2,01176753996469;7,25990255473339;-8,75549483197238;2,24872930829192e-09;"4.615e-07";11,5665191455525
"11763410_at";"golgi glycoprotein 1";"GLG1";"2734";-1,64749867544923;5,74612528238423;-8,75812157230231;2,2351313200228e-09;"4.615e-07";11,5724218317506
"11736836_at";"two pore segment channel 2";"TPCN2";"219931";-1,39278989563937;9,32971451036616;-8,71175883713941;2,48802412186546e-09;"4.986e-07";11,4680937582218
"11759842_at";"protein tyrosine phosphatase, receptor type, G";"PTPRG";"5793";-1,84340884959165;7,37340786946782;-8,70144099971573;2,5481867312139e-09;"5.000e-07";11,4448344680948
"11741546_a_at";"ethylmalonyl-CoA decarboxylase 1";"ECHDC1";"55862";1,53256161334995;7,38803341138086;8,6878115790597;2,62995161312986e-09;"5.055e-07";11,4140867881506
"11762215_at";"aryl-hydrocarbon receptor nuclear translocator 2";"ARNT2";"9915";-2,22126726126733;6,06954653068266;-8,626240053105;3,03421113565812e-09;"5.715e-07";11,2748544084498
"11761852_x_at";"nuclear VCP-like";"NVL";"4931";-1,34535089666369;9,57383061996837;-8,61124488186477;3,14197119353223e-09;"5.802e-07";11,2408642863353
"11759924_at";"tripartite motif containing 4";"TRIM4";"89122";-1,27450894949367;7,41659549304074;-8,58567660973159;3,33484148152669e-09;"6.040e-07";11,1828342576592
"11761227_at";"adenylosuccinate lyase";"ADSL";"158";-1,27337872687945;4,90721313660066;-8,54755401160548;3,64520472643371e-09;"6.477e-07";11,0961389165342
"11738309_at";"SH3 and multiple ankyrin repeat domains 2";"SHANK2";"22941";-1,40277711376291;9,36463565188227;-8,46627782396945;4,40955109224725e-09;"7.691e-07";10,9106210234702
"11723588_at";"ring finger and CCCH-type domains 1";"RC3H1";"149041";-1,23574901238464;9,56168515285904;-8,41730553507467;4,94756107919337e-09;"8.384e-07";10,798388475898
"11760358_at";"SRGAP3 antisense RNA 3";"SRGAP3-AS3";"100288831";-1,32567137849621;7,36043220202107;-8,41410046679906;4,98503351899858e-09;"8.384e-07";10,7910314514186
"11724811_at";"zinc finger protein 346";"ZNF346";"23567";-1,24300297327968;6,78979011476276;-8,38579912323925;5,32880050673341e-09;"8.665e-07";10,7260047664318
"11759441_at";"chromosome 16 open reading frame 72";"C16orf72";"29035";-1,27858383836609;7,56194873903238;-8,38519252648068;5,33642866879855e-09;"8.665e-07";10,7246097825829
"11719064_a_at";"glyceronephosphate O-acyltransferase";"GNPAT";"8443";1,21371131849656;8,26864038969558;8,3485953264217;5,81796115722042e-09;"8.874e-07";10,6403518224493
"11744695_a_at";"coiled-coil domain containing 90B";"CCDC90B";"60492";1,92252259258009;5,88934579133112;8,36187809824527;5,63824833620278e-09;"8.874e-07";10,6709546094076
"11749053_a_at";"zinc finger protein 552";"ZNF552";"79818";-1,89506918119965;6,67466394097893;-8,34006794510079;5,93641528778959e-09;"8.874e-07";10,6206921254522
"11761585_at";"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6";"NDUFAF6";"137682";-1,16635281152491;5,28753502175681;-8,34036843786656;5,93219945456815e-09;"8.874e-07";10,6213850788669
"11762692_at";"uncharacterized LOC285150";"FLJ33534";"285150";-1,28255317955928;6,33104834553473;-8,34860625336573;5,81781093298666e-09;"8.874e-07";10,6403770077309
"11759783_a_at";"cytoplasmic linker associated protein 2";"CLASP2";"23122";-1,4007224775893;8,69139070558251;-8,31713541813358;6,26737181185925e-09;"9.223e-07";10,5677709916921
"11746440_s_at";"glyoxalase I";"GLO1";"2739";1,42320031761326;8,32347250113875;8,29036743584277;6,67767617959914e-09;"9.675e-07";10,5059054435945
"11715284_x_at";"chromosome 15 open reading frame 40";"C15orf40";"123207";-1,40776586696891;9,32601256602163;-8,27880632888291;6,86329300710775e-09;"9.794e-07";10,4791546027172
"11733939_at";"ribulose-5-phosphate-3-epimerase-like 1";"RPEL1";"729020";-1,57969616887544;5,30176481045425;-8,23013892655364;7,70443259487262e-09;"1.043e-06";10,366339519903
"11753181_a_at";"bromodomain adjacent to zinc finger domain 2A";"BAZ2A";"11176";-1,20547620541026;7,19455690996179;-8,23186028570021;7,67295223386703e-09;"1.043e-06";10,3703354278312
"11754540_x_at";"zinc finger protein 814";"ZNF814";"730051";-1,3503329979377;6,41602295517323;-8,22754680311175;7,75208712491902e-09;"1.043e-06";10,3603214659624
"11755681_x_at";"high mobility group box 1";"HMGB1";"3146";1,27213689226876;7,24412205603553;8,23735025709886;7,573427666176e-09;"1.043e-06";10,3830769031176
"11743308_s_at";"COP9 signalosome subunit 4";"COPS4";"51138";1,50469206572355;8,278386968122;8,21692891664274;7,95045984300663e-09;"1.055e-06";10,3356604390955
"11733067_at";"nuclear transcription factor Y subunit beta";"NFYB";"4801";1,26228692586525;7,30630962035079;8,17516844927619;8,78242093423431e-09;"1.133e-06";10,2385151353058
"11743398_s_at";"STARD3 N-terminal like";"STARD3NL";"83930";1,53176035010426;6,79839926663941;8,17853996248667;8,71206372626299e-09;"1.133e-06";10,2463671495623
"11752325_a_at";"neurotrophic tyrosine kinase, receptor, type 3";"NTRK3";"4916";-1,54236281995754;9,55324988562983;-8,16001671562631;9,10585814842947e-09;"1.159e-06";10,203208264458
"11737650_at";"ankyrin repeat and FYVE domain containing 1";"ANKFY1";"51479";-1,32346869379948;6,47821317529188;-8,12543847547197;9,89041497821188e-09;"1.242e-06";10,1225136269213
"11737182_at";"solute carrier family 22 (organic anion/urate transporter), member 13";"SLC22A13";"9390";-1,74380585522185;6,96623336970366;-8,11114171466895;1,02346984836859e-08;"1.253e-06";10,0891009296921
"11750649_at";"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)";"SMCR5";"140771";-1,4834869792265;7,7295600462838;-8,10538515645785;1,03767631171656e-08;"1.253e-06";10,0756393635792
"11756388_s_at";"tRNA methyltransferase 10C, mitochondrial RNase P subunit";"TRMT10C";"54931";1,46190876336384;8,27119499925916;8,10938201381076;1,02779133126217e-08;"1.253e-06";10,084986402091
"11741074_s_at";"methyltransferase like 18";"METTL18";"92342";1,65304786694;7,59458094740434;8,09824431261722;1,05557972232339e-08;"1.258e-06";10,0589342858015
"11733224_at";"zinc finger protein 71";"ZNF71";"58491";-1,30742743976963;9,99484606111846;-8,07941269981171;1,10432485479528e-08;"1.284e-06";10,0148462329288
"11741932_a_at";"potassium channel regulator";"KCNRG";"283518";-1,89914742393483;7,26653942026114;-8,08057978020112;1,10123802669222e-08;"1.284e-06";10,0175799991259
"11738650_s_at";"otopetrin 1";"OTOP1";"133060";-1,45754606916933;6,94541506178043;-8,02524672324533;1,25777244006833e-08;"1.445e-06";9,88776044917075
"11734170_at";"long intergenic non-protein coding RNA 632";"LINC00632";"286411";-1,2455398634597;10,7192131844845;-8,01211505882718;1,29815319237191e-08;"1.473e-06";9,8568894574301
"11760807_at";"uncharacterized LOC100287036";"LOC100287036";"100287036";-1,49672994155868;7,04313475849316;-8,00367973527423;1,3247893930664e-08;"1.485e-06";9,83704645186212
"11720069_s_at";"COMM domain containing 8";"COMMD8";"54951";1,36862966157827;5,33919331741768;7,98767798403136;1,37686419886471e-08;"1.526e-06";9,79937744027225
"11762395_at";"KIAA1324";"KIAA1324";"57535";-1,64090439620685;6,37300329341278;-7,9524084994727;1,49916135907353e-08;"1.642e-06";9,71622659476169
"11741543_x_at";"zinc finger protein 577";"ZNF577";"84765";-1,29903837160651;7,07578501937451;-7,94292296247001;1,53390989349125e-08;"1.661e-06";9,69383443630138
"11716693_a_at";"tetraspanin 6";"TSPAN6";"7105";1,41538759005423;6,23198032719552;7,93280492827492;1,5718839858998e-08;"1.682e-06";9,66993554631438
"11745597_a_at";"microtubule associated monooxygenase, calponin and LIM domain containing 3";"MICAL3";"57553";-1,38108042350956;8,6469170648846;-7,92033708166479;1,62000226982747e-08;"1.696e-06";9,64046705945057
"11754245_x_at";"syndecan binding protein";"SDCBP";"6386";1,09829217036692;7,00112585453889;7,91555115747166;1,63887062112366e-08;"1.696e-06";9,62914958607495
"11757200_x_at";"uncharacterized LOC285696";"LOC285696";"285696";-1,57681167799249;8,8418597774105;-7,917055291727;1,63291653625767e-08;"1.696e-06";9,6327068129673
"11736407_x_at";"xylulokinase homolog (H. influenzae)";"XYLB";"9942";-1,27697624275651;5,80861869032732;-7,89805949195088;1,70976294228787e-08;"1.750e-06";9,58775963097715
"11754395_a_at";"bromodomain containing 4";"BRD4";"23476";-1,14645088594881;11,0563872874067;-7,8782522677793;1,79383545645173e-08;"1.817e-06";9,54083990428551
"11763729_at";"FK506 binding protein 9";"FKBP9";"11328";-1,18361786166266;8,81075097736004;-7,8701738507659;1,82932690191175e-08;"1.833e-06";9,52168820587741
"11732469_at";"interleukin 3 receptor, alpha (low affinity)";"IL3RA";"3563";-1,56110633021809;9,14188660023565;-7,85631407461834;1,8918988041018e-08;"1.876e-06";9,48880974953616
"11762748_s_at";"transformer 2 alpha homolog (Drosophila)";"TRA2A";"29896";-1,35497397925616;9,92130750855856;-7,83520021636661;1,99145366062248e-08;"1.954e-06";9,43867267449167
"11742819_at";"plasminogen activator, urokinase receptor";"PLAUR";"5329";-1,44380642220248;7,34909214900574;-7,81985960964413;2,06713199772673e-08;"1.960e-06";9,40220673156153
"11749825_a_at";"septin 6";"SEPT6";"23157";-1,34775136083287;7,4271763822685;-7,81713003205348;2,08090249005484e-08;"1.960e-06";9,39571493768356
"11760059_at";"zinc finger protein 445";"ZNF445";"353274";-1,8324526247527;5,9677071628575;-7,81806407907616;2,07617978148179e-08;"1.960e-06";9,39793650917937
"11760091_x_at";"peptidylprolyl isomerase A (cyclophilin A) pseudogene 30";"PPIAP30";"100192204";-1,31594055129303;7,58550838755889;-7,82180699737169;2,05736453288052e-08;"1.960e-06";9,40683761308848
"11730822_at";"COX19 cytochrome c oxidase assembly factor";"COX19";"90639";-1,10158547754217;6,94623614445787;-7,80123054571027;2,16299852857979e-08;"2.010e-06";9,35788084559897
"11760634_at";"Rho guanine nucleotide exchange factor 10";"ARHGEF10";"9639";-1,24439917111161;7,5994855360692;-7,79866460315129;2,17655451899015e-08;"2.010e-06";9,35177176580804
"11757215_x_at";"FK506 binding protein 1A pseudogene 1";"FKBP1AP1";"2282";-1,63666422896458;8,25857846568471;-7,7904876471728;2,22033568065185e-08;"2.030e-06";9,33229784573286
"11731721_at";"leucine rich adaptor protein 1";"LURAP1";"541468";-1,18217988731554;8,28755513841747;-7,77417894719995;2,31036275661359e-08;"2.072e-06";9,29343062676736
"11757202_at";"SUMO-interacting motifs containing 1 pseudogene";"LOC202181";"202181";-1,27793569269899;8,52782049720064;-7,7750323646558;2,30556052362102e-08;"2.072e-06";9,29546540117926
"11738926_x_at";"keratin associated protein 5-1";"KRTAP5-1";"387264";-1,67904842123903;9,6144376284756;-7,76212216192638;2,37930955469876e-08;"2.114e-06";9,26467351310874
"11722874_s_at";"male-specific lethal 3 homolog (Drosophila)";"MSL3";"10943";1,04306089248689;8,25089735919581;7,72574656118137;2,60033853078759e-08;"2.289e-06";9,17779367099039
"11742674_at";"late cornified envelope 3B";"LCE3B";"353143";-1,02829062193307;8,35557697630424;-7,71567561656444;2,66516378568338e-08;"2.324e-06";9,15370860428045
"11727407_at";"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3";"PLEKHA3";"65977";1,19540989088288;7,62994824979274;7,70938659228641;2,70648037872579e-08;"2.338e-06";9,13866122988959
"11749583_a_at";"fucosyltransferase 2 (secretor status included)";"FUT2";"2524";-1,36585768017622;5,32603838542506;-7,68640682320392;2,86309367997032e-08;"2.386e-06";9,08363371975298
"11751496_a_at";"large tumor suppressor kinase 1";"LATS1";"9113";-1,3255173865;8,09036886097285;-7,69242184529974;2,82122626532642e-08;"2.386e-06";9,09804418166341
"11760248_at";"oxidoreductase NAD-binding domain containing 1";"OXNAD1";"92106";-1,08095038466203;6,61064392868128;-7,69377665758523;2,81188272535872e-08;"2.386e-06";9,10128929722586
"11762953_a_at";"nuclear prelamin A recognition factor-like";"NARFL";"64428";-0,9137618731658;7,53069743063817;-7,6881313996728;2,85102532561341e-08;"2.386e-06";9,08776586228309
"11761992_at";"lysine (K)-specific demethylase 4B";"KDM4B";"23030";-1,40343894439404;7,20754446978035;-7,66380563318046;3,02616350468409e-08;"2.500e-06";9,02944368039025
"11734014_a_at";"SMAD family member 2";"SMAD2";"4087";1,10716246927053;7,94556908644389;7,63125339095516;3,27786437043303e-08;"2.573e-06";8,95127433039789
"11738252_at";"histamine receptor H2";"HRH2";"3274";-1,52438102270154;7,37900840860596;-7,64522288043218;3,16732925362705e-08;"2.573e-06";8,98483730361453
"11739101_a_at";"SYF2 pre-mRNA-splicing factor";"SYF2";"25949";1,25585376618322;7,0331465269842;7,6357690320313;3,24170947513208e-08;"2.573e-06";8,96212641700287
"11748215_x_at";"chromosome 8 open reading frame 44";"C8orf44";"56260";-1,17616324454467;7,94122873351786;-7,63276231293552;3,26573746558611e-08;"2.573e-06";8,95490090684362
"11756542_a_at";"G protein-coupled receptor 87";"GPR87";"53836";-1,44907391830844;7,29403270100593;-7,64504930277689;3,16867908738456e-08;"2.573e-06";8,98442042720661
"11761780_x_at";"RAB guanine nucleotide exchange factor (GEF) 1 pseudogene";"GS1-124K5.11";"493754";-1,04872727977605;7,69645168636187;-7,63536906459634;3,244895349103e-08;"2.573e-06";8,9611653163189
"11724193_s_at";"COP9 signalosome subunit 2";"COPS2";"9318";1,10905564254368;6,21869738647059;7,62229950540057;3,35077707324012e-08;"2.608e-06";8,92974812278545
"11752707_a_at";"transmembrane protease, serine 9";"TMPRSS9";"360200";-1,30313637132167;7,16874583575938;-7,61729827503578;3,39222150084598e-08;"2.619e-06";8,91771992237852
"11742879_a_at";"crystallin zeta like 1";"CRYZL1";"9946";1,17361623583723;9,12252053972427;7,59222431886896;3,60803505996224e-08;"2.740e-06";8,85736571679159
"11761070_at";"mitochondrial ribosomal protein L20";"MRPL20";"55052";-1,05763892425602;7,85867912830066;-7,59338746744259;3,59772022788659e-08;"2.740e-06";8,86016731748114
"11716103_a_at";"proliferating cell nuclear antigen";"PCNA";"5111";1,69691015745795;6,24334553627055;7,58677118260208;3,65679771268475e-08;"2.755e-06";8,8442287076342
"11745330_a_at";"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D";"ATP6V1D";"51382";1,2337283107075;9,07102237060696;7,5787394730113;3,72984664196368e-08;"2.767e-06";8,82487254585594
"11751793_x_at";"MLX interacting protein";"MLXIP";"22877";-1,29547303297539;8,61494607798982;-7,57860611008463;3,73107208065371e-08;"2.767e-06";8,82455107335941
"11759056_a_at";"family with sequence similarity 71, member F2";"FAM71F2";"346653";-1,1608862471501;7,46829358493114;-7,56845385576275;3,82557563785567e-08;"2.815e-06";8,80007206389589
"11760552_a_at";"maestro heat-like repeat family member 1";"MROH1";"727957";-1,50303186724197;8,82592254412488;-7,56045836581956;3,90172045907261e-08;"2.849e-06";8,78078382488528
"11724635_at";"YOD1 deubiquitinase";"YOD1";"55432";1,29239602087995;7,70287591675115;7,52549661186002;4,25328793312657e-08;"3.034e-06";8,69634332929847
"11739289_at";"lysine (K)-specific methyltransferase 2A";"KMT2A";"4297";-1,25604192589165;8,81799825689024;-7,51787180736408;4,33416280029804e-08;"3.034e-06";8,67790632956181
"11741846_at";"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1";"RAPH1";"65059";-1,57743048219099;8,69127973244883;-7,52929608488379;4,2135643085019e-08;"3.034e-06";8,70552771145507
"11746752_a_at";"notch 4";"NOTCH4";"4855";-0,968782307767422;7,05646975834846;-7,51652000798923;4,34866406721243e-08;"3.034e-06";8,67463684169097
"11760617_a_at";"histone deacetylase 5";"HDAC5";"10014";-1,41167008887115;6,96602012222291;-7,51684122474172;4,3452137733477e-08;"3.034e-06";8,67541376443283
"11762222_at";"golgin A6 family-like 7, pseudogene";"GOLGA6L7P";"728310";-1,4000787176676;6,63884883344175;-7,51849687088546;4,32747420213366e-08;"3.034e-06";8,67941803898325
"11763669_at";"SIVA1, apoptosis-inducing factor";"SIVA1";"10572";-1,19756058705012;6,3712641561645;-7,51223362199779;4,39497407210933e-08;"3.044e-06";8,66426811893032
"11721114_a_at";"deoxyribose-phosphate aldolase (putative)";"DERA";"51071";1,38216934159194;5,81613271184272;7,50517568481041;4,47232745151401e-08;"3.070e-06";8,64718978653423
"11761717_x_at";"serine hydrolase-like 2";"SERHL2";"253190";-1,08469117156975;6,98515162695209;-7,50287523887862;4,49783894866972e-08;"3.070e-06";8,64162190624578
"11718944_a_at";"pyroglutamyl-peptidase I";"PGPEP1";"54858";-1,06636481794551;8,82249960494982;-7,48343546462291;4,71944168966591e-08;"3.198e-06";8,59454319063397
"11730300_a_at";"family with sequence similarity 19 (chemokine (C-C motif)-like), member A2";"FAM19A2";"338811";1,22448628075621;8,1005429300786;7,47448955157836;4,82513352277457e-08;"3.246e-06";8,57286160662787
"11730328_x_at";"DDB1 and CUL4 associated factor 13";"DCAF13";"25879";1,12033336634216;5,78138311809768;7,44661327601577;5,1702325509368e-08;"3.429e-06";8,50523283796149
"11761809_at";"ST3 beta-galactoside alpha-2,3-sialyltransferase 3";"ST3GAL3";"6487";-1,37209833928966;6,10834196295468;-7,44721843733839;5,16247958827374e-08;"3.429e-06";8,50670205458859
"11761364_a_at";"NPL4 homolog, ubiquitin recognition factor";"NPLOC4";"55666";-1,46123566590647;5,72538806099633;-7,44066055888992;5,24713131056354e-08;"3.456e-06";8,49077823345762
"11733138_a_at";"zinc finger protein 586";"ZNF586";"54807";-1,50194836028528;7,02905965735794;-7,43602319531484;5,30784600072606e-08;"3.471e-06";8,47951442572729
"11761225_a_at";"coenzyme Q4";"COQ4";"51117";-1,1649668534725;5,35302561397178;-7,43259762772724;5,35315518839822e-08;"3.477e-06";8,47119218506224
"11736399_at";"RFT1 homolog";"RFT1";"91869";-1,09077723772475;8,72661880356851;-7,42477287296346;5,45813748793089e-08;"3.497e-06";8,45217663037685
"11739456_at";"sphingomyelin synthase 1";"SGMS1";"259230";1,16822439562982;5,06780065486864;7,42589856007315;5,44290607951163e-08;"3.497e-06";8,45491274083243
"11759447_at";"gap junction protein gamma 3";"GJC3";"349149";-1,05199950151446;7,18420940649026;-7,41362796588948;5,61130369929508e-08;"3.571e-06";8,4250788023902
"11760372_at";"protein kinase, cAMP-dependent, catalytic, alpha";"PRKACA";"5566";-1,49153751402448;7,9603514226557;-7,4057260358794;5,72255193892529e-08;"3.593e-06";8,40585623182819
"11763478_x_at";"PIF1 5'-to-3' DNA helicase";"PIF1";"80119";-1,05177558071794;6,6741975464441;-7,40644177199484;5,71238334155635e-08;"3.593e-06";8,40759769466967
"11717377_s_at";"signal recognition particle receptor, B subunit";"SRPRB";"58477";1,09846208455447;10,1575635275224;7,38981913278924;5,95337315920701e-08;"3.691e-06";8,36713594167018
"11760149_a_at";"protease, serine, 1 (trypsin 1)";"PRSS1";"5644";-1,14954317020287;6,11635873119472;-7,3896203774405;5,95631656197879e-08;"3.691e-06";8,36665192838822
"11761520_x_at";"zinc finger protein 587B";"ZNF587B";"100293516";-1,51933145428911;8,10097969909868;-7,37242063225443;6,21673664436841e-08;"3.827e-06";8,32474745255851
"11757127_at";"small nucleolar RNA, H/ACA box 23";"SNORA23";"677808";-1,46051618451331;7,98016543401246;-7,35286710489765;6,52694343439676e-08;"3.970e-06";8,27706212489781
"11760117_x_at";"SSU72 homolog, RNA polymerase II CTD phosphatase";"SSU72";"29101";-1,0623634783896;9,70292556565093;-7,35245767134319;6,53360501970826e-08;"3.970e-06";8,27606311156912
